# Extracted from 'Clusters_X_with_names' sheet of 20220202-ALL_data_FS_and_TTA_codons_in_clusters.xlsx
cofID	ORGS	NUM_FS_GENES	NUM_COF_ORGS	NUM_FS_and_TTA_GENES	NUM_TTA_GENES	NUM_TTA_GENE_ORGS	FULL_COF_GENES	FULL_COF_ORGS	FULL_COF_GENES_GBK	COF_NAME
1005701	Bacteria	7	7	0	1	1	8	8	1	Unknown
1005708	Bacteria	5	5	0	5	4	10	9	5	Unknown
1005712	Bacteria	3	3	1	15	13	18	15	18	PLP-dependent aminotransferase family protein
1005715	Bacteria	2	2	0	1	1	3	3	1	Unknown
1005719	Bacteria	12	10	0	1	1	13	11	1	Unknown
1005720	Bacteria	2	2	0	19	18	21	20	20	Unknown
1005721	Bacteria	6	6	0	3	3	9	9	3	pas domain-containing sensor histidine kinase
1005722	Bacteria	2	2	0	1	1	3	3	1	Unknown
1005723	Bacteria	2	2	0	19	18	21	20	19	dehydrogenase
1005724	Bacteria	7	7	2	15	13	22	19	19	ComEA family DNA-binding protein
1005725	Bacteria	6	6	1	1	1	7	7	2	fkbm family methyltransferase
1005726	Bacteria	5	5	0	2	2	7	6	2	Unknown
1005730	Bacteria	6	6	0	1	1	7	7	1	Unknown
1005731	Bacteria	4	4	0	1	1	5	5	1	Unknown
1005732	Bacteria	3	3	0	1	1	4	4	1	Unknown
1005733	Bacteria	2	2	0	2	2	4	4	2	adenylate cyclase
1005735	Bacteria	7	7	0	4	4	11	11	4	fadr family transcriptional regulator
1005736	Bacteria	2	2	1	8	7	10	9	8	amino acid permease
1005738	Bacteria	8	8	0	1	1	9	9	1	Unknown
1005740	Bacteria	3	3	0	2	2	5	5	2	nucleotide sugar dehydrogenase
1005741	Bacteria	3	3	0	1	1	4	4	1	Unknown
1005742	Bacteria	6	6	0	4	4	10	10	4	carbonic anhydrase
1005747	Bacteria	2	2	0	1	1	3	3	1	Unknown
1005748	Bacteria	3	3	0	12	10	15	13	12	Unknown
1005750	Bacteria	5	5	0	5	5	10	10	5	atp/gtp-binding protein
1005751	Bacteria	7	1	0	1	1	8	2	1	Unknown
1005754	Bacteria	2	2	0	5	5	7	7	6	glycosyltransferase
1005760	Bacteria	2	1	0	4	3	6	3	4	hypothetical protein
1005762	Bacteria	2	1	0	1	1	3	2	1	Unknown
1005763	Bacteria	3	1	3	4	4	7	5	4	ISAzo13 family transposase
1005765	Bacteria	3	3	0	0	0	3	3	1	Unknown
1005766	Bacteria	3	3	0	6	6	9	9	6	l-lysine 6-monooxygenase
1005769	Bacteria	2	2	2	15	7	17	8	16	IS4 family transposase
1005774	Bacteria	7	7	0	1	1	8	8	1	Unknown
1005775	Bacteria	2	2	0	23	19	25	21	23	tat pathway signal
1005779	Bacteria	8	7	0	11	10	19	16	11	Unknown
1005780	Bacteria	2	2	0	4	4	6	6	5	kr domain-containing protein
1005782	Bacteria	14	14	0	6	6	20	19	6	dna-binding response regulator
1005783	Bacteria	7	7	0	30	26	37	33	30	long-chain fatty acid-coa ligase
1005784	Bacteria	6	6	0	6	6	12	11	6	enoyl-coa hydratase family protein
1005785	Bacteria	6	6	0	7	7	13	13	8	fad-binding protein
1005786	Bacteria	3	3	0	13	12	16	15	13	amidohydrolase
1005788	Bacteria	2	2	0	1	1	3	2	1	Unknown
1005789	Bacteria	3	3	0	11	11	14	14	11	fructose-bisphosphate aldolase
1005790	Bacteria	2	2	0	4	4	6	6	4	site-specific integrase
1005792	Bacteria	2	2	1	3	3	5	5	3	NUDIX domain-containing protein
1005793	Bacteria	2	2	0	3	3	5	5	4	methyltransferase domain-containing protein
1005794	Bacteria	3	3	0	1	1	4	4	1	Unknown
1005795	Bacteria	5	5	0	8	8	13	13	8	laci family transcriptional regulator
1005798	Bacteria	3	3	2	41	40	44	43	43	LacI family transcriptional regulator
1005802	Bacteria	3	3	0	9	8	12	11	9	class i sam-dependent methyltransferase
1005805	Bacteria	9	9	1	36	35	45	43	37	sugar transferase
1005806	Bacteria	2	2	0	11	10	13	12	11	integrase
1005807	Bacteria	3	3	0	1	1	4	4	1	Unknown
1005809	Bacteria	3	3	0	1	1	4	4	1	Unknown
1005810	Bacteria	3	3	0	23	16	26	19	23	pkd domain-containing protein
1005811	Bacteria	5	5	0	1	1	6	6	1	Unknown
1005812	Bacteria	2	2	0	9	9	11	11	10	methyltransferase domain-containing protein
1005813	Bacteria	2	2	0	1	1	3	3	1	Unknown
1005815	Bacteria	5	5	2	9	8	14	12	11	ATP-grasp domain-containing protein
1005816	Bacteria	7	7	0	6	6	13	12	6	heparinase
1005817	Bacteria	6	6	0	3	3	9	9	3	atp-dependent helicase
1005818	Bacteria	2	2	0	1	1	3	3	1	Unknown
1005819	Bacteria	3	3	0	2	2	5	5	2	xre family transcriptional regulator
1005821	Bacteria	2	2	0	1	1	3	3	1	Unknown
1005826	Bacteria	3	2	0	1	1	4	3	1	Unknown
1005830	Bacteria	2	1	2	0	0	2	1	2	Unknown
1005831	Bacteria	3	2	2	2	2	5	4	2	helicase DnaB
1005836	Bacteria	2	1	0	1	1	3	2	1	Unknown
1005838	Bacteria	2	1	0	1	1	3	2	1	Unknown
1005840	Bacteria	2	1	0	13	12	15	13	13	thioesterase
1005846	Bacteria	4	4	0	3	3	7	7	3	enoyl-coa hydratase family protein
1005851	Bacteria	2	2	0	2	2	4	4	2	Unknown
1005852	Bacteria	3	3	0	1	1	4	4	1	Unknown
1005855	Bacteria	2	2	0	1	1	3	2	1	Unknown
1005856	Bacteria	8	8	2	16	13	24	20	16	IS630 family transposase
1005857	Bacteria	5	5	1	4	4	9	9	6	ABC transporter
1005859	Bacteria	3	3	1	21	19	24	22	22	nucleotide sugar dehydrogenase
1005862	Bacteria	3	3	0	36	28	39	31	36	SAM-dependent methyltransferase
1005863	Bacteria	2	2	0	2	2	4	4	2	dna-binding response regulator
1005867	Bacteria	33	28	1	9	8	42	32	10	aldehyde dehydrogenase
1005868	Bacteria	2	2	0	2	2	4	4	2	aminotransferase class i/ii
1005872	Bacteria	2	2	1	1	1	3	3	1	CHAD domain-containing protein
1005873	Bacteria	2	2	0	3	3	5	5	3	murr/rpir family transcriptional regulator
1005874	Bacteria	7	7	0	9	9	16	13	9	sigma factor
1005876	Bacteria	3	3	0	4	4	7	7	4	ppx/gppa phosphatase
1005877	Bacteria	2	2	1	11	10	13	12	12	MFS transporter
1005878	Bacteria	2	2	0	1	1	3	3	1	Unknown
1005879	Bacteria	2	2	0	9	9	11	11	9	Unknown
1005880	Bacteria	4	4	0	2	2	6	6	2	sugar kinase
1005881	Bacteria	2	2	0	9	7	11	9	9	replication initiation protein
1005883	Bacteria	10	10	2	5	5	15	15	7	transcriptional regulator
1005884	Bacteria	3	3	0	1	1	4	4	2	Unknown
1005886	Bacteria	6	6	3	49	30	55	36	56	TIR domain-containing protein
1005887	Bacteria	2	2	0	1	1	3	3	1	Unknown
1005888	Bacteria	2	2	0	52	50	54	50	53	hydrolase
1005889	Bacteria	2	2	0	3	3	5	5	3	n-acetyltransferase
1005890	Bacteria	2	2	0	1	1	3	3	1	Unknown
1005896	Bacteria	2	2	0	0	0	2	2	1	Unknown
1005897	Bacteria	2	2	0	2	2	4	4	2	mfs transporter
1005899	Bacteria	2	2	0	8	7	10	9	9	asparagine synthase
1005900	Bacteria	3	3	1	4	4	7	7	5	serine/threonine protein kinase
1005901	Bacteria	3	3	0	4	4	7	7	5	pd-(d/e)xk nuclease family protein
1005902	Bacteria	2	2	0	2	2	4	4	2	hypothetical protein
1005903	Bacteria	2	2	1	0	0	2	2	1	Unknown
1005904	Bacteria	2	2	0	6	5	8	6	6	transketolase
1005905	Bacteria	2	2	0	9	8	11	10	9	sugar kinase
1005907	Bacteria	2	2	0	1	1	3	3	1	Unknown
1005908	Bacteria	5	4	0	1	1	6	5	1	Unknown
1005910	Bacteria	8	7	0	105	68	113	69	106	ATP-binding protein
1005911	Bacteria	2	2	0	6	6	8	8	6	septum formation initiator
1005912	Bacteria	2	2	0	1	1	3	3	1	Unknown
1005916	Bacteria	2	2	0	5	5	7	7	5	prepilin peptidase
1005918	Bacteria	2	2	0	4	4	6	6	4	membrane protein
1005919	Bacteria	5	5	0	9	9	14	13	9	Unknown
1005923	Bacteria	4	4	0	6	6	10	10	6	glycoside hydrolase
1005927	Bacteria	2	2	0	7	7	9	9	7	Unknown
1005932	Bacteria	2	2	0	7	7	9	9	7	mfs transporter
1005933	Bacteria	2	2	0	49	39	51	41	50	lysr family transcriptional regulator
1005934	Bacteria	2	2	0	3	3	5	5	3	kr domain-containing protein
1005937	Bacteria	2	2	0	4	4	6	6	4	glycerophosphodiester phosphodiesterase
1005938	Bacteria	3	3	0	1	1	4	4	1	Unknown
1005940	Bacteria	7	7	0	4	4	11	11	4	Unknown
1005943	Bacteria	2	2	0	10	10	12	11	10	degt/dnrj/eryc1/strs family aminotransferase
1005944	Bacteria	4	4	0	4	4	8	8	4	molecular chaperone
1005945	Bacteria	2	1	0	0	0	2	1	1	Unknown
1005946	Bacteria	2	2	0	2	2	4	4	2	acyl-acp desaturase
1005950	Bacteria	3	3	0	18	17	21	20	18	protein kinase
1005952	Bacteria	2	1	0	1	1	3	2	2	Unknown
1005953	Bacteria	2	2	1	1	1	3	3	1	transposase
1005955	Bacteria	3	3	0	65	44	68	45	69	helix-turn-helix transcriptional regulator
1005957	Bacteria	3	3	0	12	9	15	12	13	Unknown
1005963	Bacteria	5	4	0	1	1	6	4	1	Unknown
1005967	Bacteria	2	2	1	11	10	13	11	12	tetratricopeptide repeat protein
1005971	Bacteria	2	2	0	2	2	4	3	2	glycosyl transferase
1005976	Bacteria	2	2	0	1	1	3	3	1	Unknown
1005981	Bacteria	2	2	0	19	14	21	16	20	glycoside hydrolase family 2
1005987	Bacteria	2	2	0	2	2	4	4	2	rna polymerase sigma factor sigk
1005988	Bacteria	2	2	0	1	1	3	3	1	Unknown
1005989	Bacteria	2	2	0	15	12	17	14	15	dna primase
1005990	Bacteria	7	6	1	6	5	13	10	7	ABC transporter ATP-binding protein
1005991	Bacteria	3	3	0	3	3	6	6	3	hypothetical protein
1005993	Bacteria	2	2	0	2	2	4	4	2	Unknown
1005996	Bacteria	2	2	0	1	1	3	3	1	Unknown
1005998	Bacteria	2	2	0	1	1	3	3	1	Unknown
1005999	Bacteria	2	2	0	15	14	17	15	16	Unknown
1006000	Bacteria	5	5	1	0	0	5	5	1	Unknown
1006001	Bacteria	2	2	0	1	1	3	3	1	Unknown
1006005	Bacteria	2	2	0	8	6	10	8	8	amino acid permease
1006013	Bacteria	2	2	0	5	5	7	7	5	3-oxosteroid 1-dehydrogenase
1006019	Bacteria	2	2	0	1	1	3	3	1	Unknown
1006022	Bacteria	2	2	0	2	2	4	4	2	sugar abc transporter substrate-binding protein
1006024	Bacteria	2	2	0	2	2	4	4	2	aspartate aminotransferase
1006025	Bacteria	2	2	0	4	4	6	6	4	rna polymerase subunit sigma
1006027	Bacteria	2	2	0	4	4	6	5	4	kr domain
1006029	Bacteria	2	2	0	1	1	3	3	1	Unknown
1006030	Bacteria	5	5	1	3	3	8	8	4	metallophosphoesterase
1006032	Bacteria	4	4	3	45	35	49	38	49	FxsB family radical SAM/SPASM domain protein
1006033	Bacteria	8	8	0	3	3	11	10	3	helix-turn-helix domain-containing protein
1006034	Bacteria	2	2	0	1	1	3	3	1	Unknown
1006036	Bacteria	2	2	0	1	1	3	3	1	Unknown
1006038	Bacteria	5	5	0	9	8	14	13	9	rok family transcriptional regulator
1006042	Bacteria	2	1	0	21	15	23	16	21	arsr family transcriptional regulator
1006045	Bacteria	2	1	0	2	2	4	3	2	is110 family transposase
1006050	Bacteria	4	4	0	7	6	11	10	7	Unknown
1006052	Bacteria	2	2	0	4	4	6	6	4	cupin
1006053	Bacteria	3	3	0	20	18	23	20	20	Unknown
1006054	Bacteria	4	4	0	1	1	5	5	1	Unknown
1006056	Bacteria	3	3	0	9	9	12	12	9	atp-grasp domain-containing protein
1006059	Bacteria	5	5	0	7	7	12	11	7	gdp-mannose 4,6-dehydratase
1006060	Bacteria	2	2	0	5	4	7	6	5	hamp domain-containing protein
1006062	Bacteria	3	2	0	1	1	4	3	1	Unknown
1006064	Bacteria	5	5	0	30	29	35	34	30	pas domain-containing sensor histidine kinase
1006069	Bacteria	2	2	0	1	1	3	3	1	Unknown
1006071	Bacteria	3	3	0	13	12	16	13	13	glycosyltransferase family 2 protein
1006073	Bacteria	6	5	1	19	15	25	20	20	response regulator
1006075	Bacteria	3	3	0	7	7	10	9	7	cysteine desulfurase
1006078	Bacteria	2	2	0	9	9	11	10	9	glycogen debranching enzyme glgx
1006080	Bacteria	7	7	0	1	1	8	8	1	Unknown
1006081	Bacteria	2	2	0	2	2	4	4	2	amidohydrolase family protein
1006087	Bacteria	3	3	0	28	27	31	30	28	transcriptional regulator
1006096	Bacteria	5	5	0	4	4	9	9	4	alpha/beta hydrolase
1006103	Bacteria	4	4	0	13	13	17	17	13	llm class flavin-dependent oxidoreductase
1006108	Bacteria	2	2	0	1	1	3	3	1	Unknown
1006121	Bacteria	3	3	0	3	3	6	6	3	sgnh/gdsl hydrolase family protein
1006169	Bacteria	8	8	0	1	1	9	9	1	Unknown
1006182	Bacteria	3	3	0	4	4	7	7	4	cdp-glycerol:glycerophosphate glycerophosphotransferase
1006186	Bacteria	4	4	0	20	16	24	19	21	aminotransferase
1006190	Bacteria	2	2	0	1	1	3	3	1	Unknown
1006191	Bacteria	2	2	0	6	6	8	8	6	glutamate--cysteine ligase
1006200	Bacteria	2	2	0	0	0	2	2	1	Unknown
1006207	Bacteria	2	2	0	1	1	3	3	1	Unknown
1006208	Bacteria	2	2	0	4	4	6	6	4	hypothetical protein
1006212	Bacteria	5	5	0	72	58	77	61	72	bifunctional diguanylate cyclase/phosphodiesterase
1006219	Bacteria	2	2	0	2	2	4	4	2	n-acetyltransferase
1006233	Bacteria	3	3	3	3	3	6	6	6	carbamoyltransferase
1006286	Bacteria	2	2	1	0	0	2	2	1	enoyl-coa hydratase
1006314	Bacteria	2	2	0	3	3	5	4	3	is630 family transposase
1006318	Bacteria	2	2	0	1	1	3	3	1	Unknown
1006328	Bacteria	5	5	0	2	2	7	7	2	cupin domain-containing protein
1006329	Bacteria	2	2	0	22	21	24	23	23	lysm peptidoglycan-binding domain
1006342	Bacteria	6	6	0	2	2	8	7	2	coa transferase subunit a
1006346	Bacteria	4	4	0	1	1	5	5	1	Unknown
1006348	Bacteria	2	2	0	1	1	3	3	1	Unknown
1006368	Bacteria	4	4	3	1	1	5	5	1	endoglucanase
1006369	Bacteria	5	5	3	4	4	9	9	7	cellulose-binding protein
1006376	Bacteria	3	3	0	1	1	4	4	1	Unknown
1006377	Bacteria	2	2	1	5	3	7	5	5	integrase
1006382	Bacteria	5	5	0	2	2	7	7	2	alpha/beta hydrolase
1006414	Bacteria	2	2	0	5	5	7	7	5	glycosyl transferase
1006415	Bacteria	3	3	0	6	6	9	9	6	glycosyltransferase family 2 protein
1006420	Bacteria	6	6	0	11	11	17	17	11	mfs transporter
1006421	Bacteria	4	3	1	3	3	7	6	3	non-ribosomal peptide synthetase/polyketide synthase
1006422	Bacteria	2	1	0	2	2	4	3	2	hypothetical protein
1006433	Bacteria	2	2	0	1	1	3	3	1	Unknown
1006435	Bacteria	4	3	2	3	3	7	5	6	KR domain-containing protein
1006448	Bacteria	2	2	0	7	6	9	6	7	doxx family protein
1006451	Bacteria	3	3	0	2	2	5	5	2	hypothetical protein
1006452	Bacteria	3	3	0	2	2	5	5	2	padr family
1006473	Bacteria	2	2	0	1	1	3	3	1	Unknown
1006486	Bacteria	2	2	0	45	31	47	31	45	XRE family transcriptional regulator
1006487	Bacteria	4	4	0	4	4	8	8	4	Unknown
1006503	Bacteria	3	3	0	4	4	7	7	5	coronafacic acid synthetase
1006510	Bacteria	2	2	0	1	1	3	2	2	Unknown
1006513	Bacteria	3	3	0	1	1	4	4	1	hypothetical protein
1006519	Bacteria	8	8	1	3	3	11	11	4	ABC transporter permease
1006525	Bacteria	5	3	2	2	2	7	5	2	transposase
1006535	Bacteria	2	2	0	7	7	9	9	7	Unknown
1006563	Bacteria	2	2	0	4	4	6	6	4	monooxygenase
1006564	Bacteria	3	3	0	14	14	17	17	15	cellulose 1,4-beta-cellobiosidase
1006568	Bacteria	5	5	0	6	6	11	11	6	eama family transporter
1006572	Bacteria	3	3	0	2	2	5	5	2	phosphatase
1006578	Bacteria	2	2	1	68	49	70	50	71	AfsR/SARP family transcriptional regulator
1006580	Bacteria	9	8	0	30	23	39	28	30	laci family transcriptional regulator
1006581	Bacteria	6	6	0	1	1	7	7	1	Unknown
1006588	Bacteria	7	6	0	4	4	11	7	4	chitinase
1006595	Bacteria	5	5	0	2	2	7	6	2	fad-binding oxidoreductase
1006598	Bacteria	2	2	0	3	3	5	4	3	merr family transcriptional regulator
1006609	Bacteria	4	4	0	16	12	20	16	17	tetratricopeptide repeat protein
1006612	Bacteria	4	4	0	4	4	8	8	5	glycosyltransferase family 2 protein
1006614	Bacteria	2	2	0	3	3	5	5	3	nadph:quinone reductase
1006615	Bacteria	3	3	0	7	6	10	9	8	tetr/acrr family transcriptional regulator
1006620	Bacteria	3	3	0	5	5	8	8	5	abc transporter atp-binding protein
1006622	Bacteria	12	12	0	21	18	33	28	21	serine/threonine protein kinase
1006628	Bacteria	2	2	0	21	18	23	20	21	mfs transporter
1006631	Bacteria	2	2	0	0	0	2	2	1	Unknown
1006642	Bacteria	2	2	0	7	7	9	9	8	4-alpha-glucanotransferase
1006644	Bacteria	3	3	0	147	73	150	74	154	AfsR family transcriptional regulator
1006647	Bacteria	2	2	0	4	4	6	6	4	duf305 domain-containing protein
1006649	Bacteria	2	2	0	8	8	10	10	8	alpha/beta hydrolase
1006651	Bacteria	5	5	0	2	2	7	7	2	flavodoxin-dependent (e)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase
1006657	Bacteria	2	2	0	1	1	3	3	1	Unknown
1006658	Bacteria	2	1	1	1	1	3	2	1	nitrate reductase
1006662	Bacteria	4	4	0	3	3	7	7	3	rna polymerase sigma factor
1006664	Bacteria	3	3	0	2	2	5	5	2	rna polymerase subunit sigma-24
1006665	Bacteria	2	2	0	2	2	4	4	2	trimeric intracellular cation channel family protein
1006672	Bacteria	4	4	0	5	5	9	9	5	llm class flavin-dependent oxidoreductase
1006675	Bacteria	6	6	0	12	12	18	17	12	Unknown
1006678	Bacteria	8	8	0	7	7	15	14	7	branched-chain amino acid abc transporter permease
1006679	Bacteria	2	2	0	2	2	4	4	2	Unknown
1006681	Bacteria	2	2	0	2	2	4	4	2	is5 family transposase
1006682	Bacteria	3	3	0	6	6	9	9	6	acyl-coa dehydrogenase
1006686	Bacteria	2	2	0	1	1	3	3	1	Unknown
1006689	Bacteria	2	1	0	16	15	18	15	16	cytochrome p450
1006693	Bacteria	2	2	0	8	8	10	10	8	pkd domain-containing protein
1006694	Bacteria	3	3	0	3	3	6	6	3	nitronate monooxygenase
1006695	Bacteria	2	2	0	3	3	5	5	3	excinuclease abc subunit uvra
1006696	Bacteria	3	3	0	1	1	4	4	1	Unknown
1006697	Bacteria	2	2	0	3	3	5	5	3	duf2264 domain-containing protein
1006698	Bacteria	2	2	1	2	2	4	4	2	KR domain-containing protein
1006702	Bacteria	4	3	0	2	2	6	5	2	type i polyketide synthase
1006704	Bacteria	2	2	0	2	2	4	4	2	Unknown
1006708	Bacteria	3	2	0	1	1	4	3	1	Unknown
1006712	Bacteria	5	5	0	5	5	10	10	5	oxidoreductase
1006715	Bacteria	2	2	0	0	0	2	2	1	Unknown
1006716	Bacteria	2	2	0	5	5	7	6	5	Unknown
1006717	Bacteria	2	2	0	6	6	8	8	6	amidase
1006722	Bacteria	3	3	0	1	1	4	4	1	Unknown
1006736	Bacteria	3	3	0	3	3	6	6	3	mfs transporter
1006739	Bacteria	2	2	0	1	1	3	3	1	Unknown
1006740	Bacteria	5	5	0	2	2	7	7	2	serine/threonine protein kinase
1006754	Bacteria	2	1	0	1	1	3	2	1	Unknown
1006759	Bacteria	2	2	1	3	3	5	5	4	hypothetical protein
1006775	Bacteria	2	2	0	2	2	4	3	2	class i sam-dependent methyltransferase
1006801	Bacteria	3	2	0	2	2	5	4	2	sensor histidine kinase
1006811	Bacteria	5	5	0	1	1	6	6	1	Unknown
1006817	Bacteria	4	4	0	1	1	5	5	1	Unknown
1006818	Bacteria	3	3	0	4	4	7	7	4	Unknown
1006820	Bacteria	3	3	1	0	0	3	3	1	Unknown
1006821	Bacteria	8	7	0	10	10	18	13	11	Unknown
1006827	Bacteria	2	2	1	11	11	13	13	12	hypothetical protein
1006835	Bacteria	3	3	0	24	23	27	25	24	Unknown
1006839	Bacteria	2	2	0	5	5	7	7	5	Unknown
1006847	Bacteria	2	2	0	13	13	15	13	13	mfs transporter
1006851	Bacteria	4	4	0	4	3	8	7	4	adenosylhomocysteinase
1006853	Bacteria	2	2	0	0	0	2	2	1	Unknown
1006854	Bacteria	3	3	1	9	7	12	10	9	IS110 family transposase
1006858	Bacteria	2	2	1	1	1	3	2	2	serine/threonine protein kinase
1006859	Bacteria	2	2	0	7	6	9	7	7	Unknown
1006869	Bacteria	3	3	0	1	1	4	4	1	Unknown
1006871	Bacteria	2	1	0	1	1	3	2	1	Unknown
1006877	Bacteria	4	4	0	5	5	9	8	5	dihydroxy-acid dehydratase
1006881	Bacteria	6	6	0	15	15	21	20	15	dna-binding response regulator
1006895	Bacteria	2	2	0	4	4	6	6	4	y4ya family plp-dependent enzyme
1006909	Bacteria	2	2	1	0	0	2	2	1	Unknown
1006912	Bacteria	2	2	0	4	4	6	6	4	l-lysine 6-monooxygenase
1006914	Bacteria	4	4	0	5	4	9	8	5	peptidase
1006917	Bacteria	6	6	0	2	2	8	8	2	winged helix family transcriptional regulator
1006922	Bacteria	2	2	0	3	3	5	5	3	alpha-mannosidase
1006931	Bacteria	4	4	0	1	1	5	5	1	Unknown
1006933	Bacteria	2	2	0	1	1	3	3	1	Unknown
1006944	Bacteria	3	1	0	2	2	5	3	2	hypothetical protein
1006953	Bacteria	2	2	0	3	2	5	4	3	stress protein
1006954	Bacteria	3	3	0	1	1	4	4	1	Unknown
1006958	Bacteria	6	6	0	8	8	14	14	9	membrane protein
1006959	Bacteria	2	2	0	8	8	10	10	9	fad-dependent oxidoreductase
1006960	Bacteria	4	4	0	1	1	5	5	1	Unknown
1006962	Bacteria	4	4	0	1	1	5	5	1	Unknown
1006969	Bacteria	6	6	0	13	13	19	19	13	thiamine biosynthesis protein thif
1006970	Bacteria	2	2	1	4	4	6	6	5	serine protease
1006971	Bacteria	2	2	0	9	8	11	10	9	cytochrome p450
1006972	Bacteria	2	2	0	2	2	4	4	2	k(+)-transporting atpase subunit b
1006975	Bacteria	4	3	1	2	1	6	4	3	adenosylhomocysteinase
1006977	Bacteria	2	2	0	2	2	4	3	2	Unknown
1006989	Bacteria	2	2	0	6	6	8	8	6	fad-dependent oxidoreductase
1006996	Bacteria	2	2	0	1	1	3	3	1	Unknown
1006998	Bacteria	2	2	1	0	0	2	2	1	Unknown
1007003	Bacteria	3	3	0	2	2	5	5	2	membrane protein
1007012	Bacteria	2	2	0	19	17	21	18	19	laci family transcriptional regulator
1007013	Bacteria	2	2	0	6	6	8	8	6	iclr family transcriptional regulator
1007019	Bacteria	5	5	0	1	1	6	6	1	Unknown
1007021	Bacteria	2	2	2	7	7	9	9	9	RNA polymerase sigma factor
1007031	Bacteria	2	2	0	3	3	5	4	3	replication initiation protein
1007047	Bacteria	4	4	1	6	6	10	10	7	sigma-70 family RNA polymerase sigma factor
1007051	Bacteria	2	2	0	4	4	6	5	4	deor/glpr transcriptional regulator
1007057	Bacteria	2	2	0	33	31	35	33	33	pucr family transcriptional regulator
1007064	Bacteria	5	5	0	18	18	23	23	18	hypothetical protein
1007068	Bacteria	3	3	1	8	8	11	11	9	LysR family transcriptional regulator
1007069	Bacteria	4	3	0	4	4	8	7	4	abc transporter
1007070	Bacteria	3	3	0	2	2	5	5	2	gfo/idh/moca family oxidoreductase
1007075	Bacteria	7	7	0	1	1	8	8	1	Unknown
1007076	Bacteria	2	2	0	3	3	5	5	3	ornithine cyclodeaminase family protein
1007077	Bacteria	2	2	0	1	1	3	3	1	Unknown
1007088	Bacteria	5	5	3	71	44	76	48	77	TIR domain-containing protein
1007090	Bacteria	4	4	4	3	3	7	7	7	XRE family transcriptional regulator
1007108	Bacteria	2	2	0	2	2	4	4	2	pyruvate, phosphate dikinase
1007125	Bacteria	2	2	0	1	1	3	3	1	Unknown
1007139	Bacteria	2	2	0	1	1	3	3	1	Unknown
1007144	Bacteria	2	2	0	1	1	3	3	1	Unknown
1007147	Bacteria	2	2	0	5	5	7	7	5	voc family protein
1007151	Bacteria	2	2	0	35	33	37	34	36	pas domain s-box protein
1007160	Bacteria	2	2	0	1	1	3	3	1	Unknown
1007162	Bacteria	2	2	0	1	1	3	3	1	Unknown
1007163	Bacteria	4	4	0	10	10	14	14	10	protein tyrosine kinase
1007166	Bacteria	2	2	0	7	6	9	7	7	pectate lyase
1007168	Bacteria	2	2	0	1	1	3	3	1	Unknown
1007180	Bacteria	2	2	0	4	4	6	6	4	mfs transporter
1007183	Bacteria	2	2	0	10	10	12	11	10	alpha-l-fucosidase
1007186	Bacteria	2	2	0	4	4	6	6	4	rna polymerase sigma factor
1007189	Bacteria	2	2	0	2	2	4	4	2	Unknown
1007195	Bacteria	6	6	0	5	5	11	9	5	cpaf family
1007202	Bacteria	6	6	0	1	1	7	7	1	Unknown
1007221	Bacteria	2	2	0	3	3	5	5	3	2-polyprenyl-6-methoxyphenol hydroxylase
1007224	Bacteria	2	2	0	12	12	14	12	13	laci family transcriptional regulator
1007243	Bacteria	3	3	0	1	1	4	4	1	Unknown
1007257	Bacteria	2	2	0	3	3	5	5	3	tigr02677 family protein
1007258	Bacteria	2	2	1	5	3	7	5	6	ISL3 family transposase
1007267	Bacteria	4	4	1	0	0	4	4	1	Unknown
1007272	Bacteria	152	70	6	147	72	299	93	155	DNA-binding response regulator
1007274	Bacteria	2	2	0	1	1	3	3	1	Unknown
1007275	Bacteria	4	4	0	1	1	5	5	1	Unknown
1007277	Bacteria	2	2	2	5	4	7	6	7	RloB domain-containing protein
1007294	Bacteria	2	2	0	2	2	4	4	2	phospholipid carrier-dependent glycosyltransferase
1007301	Bacteria	4	4	0	2	2	6	6	2	d-glycero-beta-d-manno-heptose 1-phosphate adenylyltransferase
1007310	Bacteria	3	3	0	1	1	4	4	1	Unknown
1007311	Bacteria	2	2	0	1	1	3	3	1	Unknown
1007318	Bacteria	2	2	0	3	1	5	3	3	duf4239 domain-containing protein
1007330	Bacteria	3	3	0	1	1	4	4	1	Unknown
1007334	Bacteria	3	3	0	1	1	4	4	1	Unknown
1007337	Bacteria	3	3	0	8	8	11	11	8	aminodeoxychorismate synthase component i
1007350	Bacteria	3	3	1	1	1	4	4	2	hypothetical protein
1007351	Bacteria	2	2	0	2	2	4	4	2	xre family transcriptional regulator
1007355	Bacteria	2	2	0	1	1	3	3	1	Unknown
1007358	Bacteria	3	3	0	24	15	27	17	24	atp-grasp ribosomal peptide maturase
1007359	Bacteria	2	2	0	5	5	7	7	5	nad-dependent epimerase
1007370	Bacteria	5	4	0	11	11	16	14	11	Unknown
1007375	Bacteria	2	1	0	9	7	11	8	10	asparagine synthase
1007387	Bacteria	3	3	1	2	2	5	5	3	hypothetical protein
1007390	Bacteria	3	3	0	1	1	4	4	1	Unknown
1007398	Bacteria	2	2	0	8	7	10	9	8	coa transferase
1007408	Bacteria	4	4	0	10	10	14	14	10	Unknown
1007410	Bacteria	2	2	0	1	1	3	3	1	Unknown
1007418	Bacteria	2	2	0	2	2	4	4	2	tellurium resistance
