id	name	num_orgs	num_tta_genes	num_fs	num_tta_fs_genes	descr
1006647	duf305 domain-containing protein (4)	6	4	2	0	NULL
1006759	hypothetical protein (4)	5	4	2	1	NULL
1006851	hypothetical protein (3)	8	4	4	0	adenosylhomocysteinase (1)
1006895	y4ya family plp-dependent enzyme (2)	6	4	2	0	xre family transcriptional regulator (1);diaminopimelate decarboxylase (1)
1006912	l-lysine 6-monooxygenase (3)	6	4	2	0	hypothetical protein (1)
1006970	serine protease (4)	6	4	2	0	NULL
1007031	replication initiation protein (2)	5	4	2	1	hypothetical protein (1)
1007051	deor/glpr transcriptional regulator (4)	6	4	2	0	NULL
1007069	abc transporter (3)	8	4	4	0	abc transporter atp-binding protein (1);abc transporter permease (1)
1007180	mfs transporter (4)	6	4	2	0	NULL
1007186	rna polymerase sigma factor (3)	6	4	2	0	hypothetical protein (1)
1007539	gntr family transcriptional regulator (2)	7	4	3	0	fadr family transcriptional regulator (2)
1007571	hypothetical protein (3)	5	4	2	1	NULL
1007777	llm class flavin-dependent oxidoreductase (1)	8	4	4	0	f420-dependent reductase lmby (1);nad(p)/fad-dependent oxidoreductase (1);fad-dependent oxidoreductase (1)
1007782	tetr/acrr family transcriptional regulator (2)	8	4	5	1	tetr family transcriptional regulator (1)
1007917	atp-binding protein (3)	6	4	2	0	sensor histidine kinase (1)
1007991	acyl-coa carboxylase subunit beta (3)	7	4	3	0	duf1446 domain-containing protein (1)
1008037	serine/threonine protein kinase (3)	8	4	4	0	hypothetical protein (1)
1008085	merr family dna-binding transcriptional regulator (2)	6	4	2	0	merr family transcriptional regulator (2)
1008143	sensor histidine kinase (2)	6	4	2	0	response regulator (1);dna-binding response regulator (1);luxr family transcriptional regulator (1)
1008154	duf742 domain-containing protein (4)	6	4	2	0	NULL
1008218	chitinase (3)	8	4	4	0	hydrolase (1)
1008397	hypothetical protein (4)	7	4	3	0	NULL
1008400	dynein regulation protein lc7 (4)	5	4	2	1	atp-binding protein (1);histidine kinase (1)
1008417	mfs transporter (4)	6	4	2	0	NULL
1008668	is5 family transposase (4)	7	4	3	0	NULL
1008712	sulfite exporter taue/safe family protein (3)	6	4	2	0	hypothetical protein (1)
1008735	mfs transporter (4)	6	4	2	0	NULL
1008855	hypothetical protein (2)	6	4	2	0	trm112 family protein (2)
1008888	3-oxoacyl-acp reductase (2)	6	4	2	0	kr domain-containing protein (1);oxidoreductase (1);tetr family transcriptional regulator (1)
1008914	sugar-binding protein (4)	6	4	3	1	NULL
1008962	mfs transporter (4)	6	4	2	0	NULL
1008963	kr domain-containing protein (3)	6	4	2	0	3-oxoacyl-acp reductase (1)
1009008	lytr family transcriptional regulator (4)	6	4	2	0	NULL
1009046	cellulose-binding protein (2)	7	4	3	0	cellulose-binding domain protein (1);hypothetical protein (1)
1009277	hypothetical protein (2)	10	4	6	0	4-hydroxyphenylacetate 3-monooxygenase (1);cysteine synthase family protein (1);cysteine synthase (1)
1009294	phage dna methylase (3)	7	4	3	0	dna cytosine methyltransferase (3)
1009329	NULL	14	4	14	4	NULL
1009414	NULL	4	4	4	4	NULL
1004928	urea abc transporter permease subunit urtc (1)	25	3	22	0	branched-chain amino acid abc transporter permease (1);abc transporter atp-binding protein (1)
1004977	rna polymerase sigma factor sigf (2)	5	3	2	0	sigb/sigf/sigg family rna polymerase sigma factor (1)
1005008	pectate lyase (3)	6	3	3	0	NULL
1005038	hypothetical protein (2)	17	3	14	0	maltose alpha-d-glucosyltransferase (1)
1005069	dna-binding response regulator (3)	5	3	2	0	NULL
1005088	dna-binding response regulator (3)	5	3	2	0	response regulator (1)
1005119	hypothetical protein (1)	10	3	7	0	rna polymerase sigma factor (1);rna polymerase (1)
1005168	crotonyl-coa carboxylase/reductase (1)	5	3	2	0	nadp-dependent oxidoreductase (1);nadph:quinone reductase (1)
1005185	cation-transporting atpase (1)	12	3	9	0	cation-translocating p-type atpase (1);haloacid dehalogenase (1)
1005229	abc transporter atp-binding protein (2)	5	3	2	0	abc transporter (1)
1005231	methyltransferase, fxld system (3)	5	3	2	0	NULL
1005254	eama/rhat family transporter (3)	6	3	3	0	dna-binding response regulator (1)
1005264	alpha/beta hydrolase (2)	5	3	2	0	adenylosuccinate lyase family protein (1)
1005269	glycogen synthase (2)	14	3	11	0	ferric iron reductase (1)
1005271	amidase (3)	5	3	2	0	NULL
1005302	lipase (3)	8	3	5	0	NULL
1005312	hydrolase (1)	5	3	2	0	had family phosphatase (1);lrp/asnc family transcriptional regulator (1)
1005356	sugar abc transporter substrate-binding protein (3)	6	3	4	1	NULL
1005418	fad-dependent monooxygenase (2)	5	3	2	0	4-hydroxybenzoate 3-monooxygenase (1)
1005433	is5 family transposase (2)	5	3	4	2	is5/is1182 family transposase (1)
1005438	hypothetical protein (3)	5	3	2	0	NULL
1005445	hypothetical protein (3)	5	3	2	0	NULL
1005464	mandelate racemase (1)	7	3	4	0	mandelate racemase/muconate lactonizing enzyme family protein (1);hypothetical protein (1)
1005497	lrp/asnc family transcriptional regulator (3)	5	3	2	0	NULL
1005513	carbohydrate abc transporter permease (3)	6	3	3	0	NULL
1005530	hypothetical protein (2)	15	3	12	0	tyrosinase (1)
1005618	hypothetical protein (1)	6	3	3	0	cpbp family intramembrane metalloprotease (1);two-component sensor histidine kinase (1)
1005654	sensor histidine kinase (2)	5	3	2	0	two-component sensor histidine kinase (1)
1005667	abc transporter atp-binding protein (2)	5	3	2	0	abc transporter (1)
1005670	transcription regulator asnc (1)	5	3	2	0	amino acid permease (1);apc family permease (1)
1005699	is630 family transposase (3)	5	3	2	0	NULL
1005721	pas domain-containing sensor histidine kinase (2)	9	3	6	0	two-component sensor histidine kinase (1)
1005792	nudix domain-containing protein (3)	5	3	2	0	NULL
1005793	hypothetical protein (2)	5	3	2	0	methyltransferase domain-containing protein (1)
1005817	atp-dependent helicase (2)	9	3	6	0	hypothetical protein (1)
1005846	enoyl-coa hydratase family protein (2)	7	3	4	0	enoyl-coa hydratase/isomerase family protein (1)
1005873	murr/rpir family transcriptional regulator (3)	5	3	2	0	NULL
1005889	n-acetyltransferase (2)	5	3	2	0	penicillin acylase family protein (1)
1005934	kr domain-containing protein (3)	5	3	2	0	NULL
1005991	hypothetical protein (3)	6	3	3	0	NULL
1006033	helix-turn-helix domain-containing protein (2)	11	3	8	0	site-specific integrase (1);plasmid replication initiator protein (1)
1006314	hypothetical protein (3)	5	3	2	0	is630 family transposase (1)
1006513	hypothetical protein (1)	4	3	3	2	NULL
1006519	abc transporter permease (3)	11	3	8	0	NULL
1006598	merr family transcriptional regulator (2)	5	3	2	0	hypothetical protein (1)
1006614	hypothetical protein (1)	5	3	2	0	nadph:quinone reductase (1);quinone oxidoreductase (1);tetr/acrr family transcriptional regulator (1)
1006662	rna polymerase sigma factor (2)	7	3	4	0	hypothetical protein (1)
1006694	nitronate monooxygenase (3)	6	3	3	0	NULL
1006695	excinuclease abc subunit uvra (3)	5	3	2	0	NULL
1006697	duf2264 domain-containing protein (3)	5	3	2	0	NULL
1006736	mfs transporter (3)	6	3	3	0	NULL
1006922	alpha-mannosidase (3)	5	3	2	0	NULL
1006953	stress protein (2)	5	3	2	0	tellurium resistance protein (1)
1007076	ornithine cyclodeaminase family protein (2)	5	3	2	0	hypothetical protein (1)
1007090	xre family transcriptional regulator (2)	7	3	4	0	hypothetical protein (1)
1007221	2-polyprenyl-6-methoxyphenol hydroxylase (1)	5	3	2	0	aromatic ring hydroxylase (1);fad-dependent oxidoreductase grho9 (1)
1007257	tigr02677 family protein (2)	5	3	2	0	duf2398 domain-containing protein (1)
1007318	duf4239 domain-containing protein (3)	5	3	2	0	NULL
1007387	hypothetical protein (3)	5	3	3	1	NULL
1007529	hypothetical protein (3)	5	3	2	0	NULL
1007534	l-seryl-trna(sec) selenium transferase (3)	5	3	2	0	selenocysteine-specific translation elongation factor (2);selenide, water dikinase seld (1)
1007553	pdz domain-containing protein (3)	6	3	3	0	NULL
1007574	mfs transporter (2)	5	3	2	0	biotin carboxylase (1)
1007583	hypothetical protein (3)	6	3	4	1	NULL
1007644	laci family transcriptional regulator (3)	5	3	2	0	NULL
1007655	transposase (3)	4	3	2	1	NULL
1007685	laci family transcriptional regulator (2)	6	3	3	0	laci family dna-binding transcriptional regulator (1)
1007752	duf4158 domain-containing protein (2)	10	3	7	0	tn3 family transposase (1)
1007875	hypothetical protein (1)	8	3	5	0	serine protease (1);peptidase s8 (1)
1007954	hypothetical protein (1)	5	3	2	0	hydrolase (1);cof-type had-iib family hydrolase (1)
1007979	fad-dependent oxidoreductase (1)	4	3	2	1	fad-binding oxidoreductase (1)
1008050	is5 family transposase (2)	6	3	4	1	hypothetical protein (1)
1008071	hypothetical protein (2)	5	3	2	0	helicase (1)
1008079	fad:protein fmn transferase (2)	5	3	2	0	thiamine biosynthesis lipoprotein precursor (1)
1008151	degt/dnrj/eryc1/strs family aminotransferase (3)	5	3	2	0	NULL
1008231	hypothetical protein (2)	6	3	3	0	isazo13 family transposase (1)
1008334	gaf domain-containing protein (2)	5	3	2	0	histidine kinase (1)
1008348	lyse family translocator (3)	6	3	3	0	NULL
1008349	merr family dna-binding transcriptional regulator (2)	17	3	14	0	hypothetical protein (1)
1008359	lytr family transcriptional regulator (2)	7	3	4	0	hypothetical protein (1)
1008414	exonuclease sbccd subunit d (2)	5	3	2	0	smc family atpase (1)
1008473	sugar phosphate isomerase/epimerase (2)	5	3	2	0	hypothetical protein (1)
1008489	long-chain acyl-coa synthetase (1)	5	3	2	0	hypothetical protein (1);long-chain fatty acid--coa ligase (1)
1008512	hypothetical protein (2)	5	3	2	0	cro/cl family transcriptional regulator (1)
1008548	abc transporter atp-binding protein (2)	5	3	2	0	hypothetical protein (1)
1008571	cap domain-containing protein (1)	18	3	17	2	NULL
1008582	glutamate-1-semialdehyde aminotransferase (1)	6	3	3	0	aspartate aminotransferase family protein (1);hypothetical protein (1)
1008594	16s rrna (cytosine(1402)-n(4))-methyltransferase rsmh (2)	5	3	2	0	hypothetical protein (1)
1008652	protocatechuate dioxygenase (2)	5	3	2	0	hypothetical protein (1)
1008722	membrane protein (2)	12	3	9	0	hypothetical protein (1)
1008727	serine/threonine protein kinase (3)	5	3	2	0	NULL
1008794	cation acetate symporter (3)	4	3	2	1	NULL
1008903	hypothetical protein (3)	5	3	2	0	NULL
1008995	abc transporter atp-binding protein (3)	5	3	2	0	NULL
1009054	adenylate cyclase (1)	15	3	12	0	amino acid abc transporter permease (1);molybdate abc transporter permease subunit (1)
1009206	recombinase family protein (3)	7	3	4	0	NULL
1009231	hypothetical protein (3)	10	3	7	0	NULL
1009313	hypothetical protein (3)	3	3	3	3	NULL
1009320	chitosanase (3)	4	3	2	1	NULL
1009347	dpra-like dna processing chain a (1)	16	3	16	3	NULL
1009486	peptidase m23 (1)	3	3	2	2	NULL
1009521	NULL	5	3	5	3	NULL
1009577	single-stranded dna-binding protein (3)	5	3	2	0	NULL
1004918	urease subunit beta (1)	15	2	13	0	urease subunit gamma (1)
1004923	hypothetical protein (2)	6	2	4	0	NULL
1004929	uridine diphosphate-n-acetylglucosamine-binding protein yvck (2)	28	2	27	1	NULL
1004987	coa-binding protein (2)	4	2	2	0	NULL
1005005	acyl-coa dehydrogenase (2)	8	2	6	0	NULL
1005012	atpase (1)	4	2	2	0	atp-binding protein (1)
1005035	hypothetical protein (1)	9	2	7	0	replicative dna helicase (1)
1005042	n-acetyltransferase (1)	4	2	2	0	lasso peptide biosynthesis b2 protein (1)
1005056	class i sam-dependent methyltransferase (1)	4	2	2	0	glycosyltransferase family 1 protein (1)
1005057	prsw family intramembrane metalloprotease (2)	4	2	2	0	NULL
1005059	hypothetical protein (2)	7	2	5	0	NULL
1005068	hypothetical protein (1)	4	2	2	0	lpxtg cell wall anchor domain-containing protein (1)
1005070	hypothetical protein (2)	5	2	3	0	NULL
1005077	hypothetical protein (1)	4	2	2	0	sigma-70 family rna polymerase sigma factor (1)
1005080	atp-binding protein (1)	4	2	2	0	hypothetical protein (1)
1005095	hypothetical protein (2)	5	2	3	0	NULL
1005110	mfs transporter (2)	4	2	2	0	NULL
1005126	gntr family transcriptional regulator (1)	5	2	3	0	hypothetical protein (1)
1005140	abc transporter (1)	10	2	8	0	hypothetical protein (1)
1005141	abc transporter atp-binding protein (2)	7	2	6	1	NULL
1005152	hypothetical protein (2)	29	2	27	0	NULL
1005158	atpase (2)	4	2	2	0	NULL
1005166	m56 family peptidase (1)	11	2	9	0	hypothetical protein (1);aminotransferase class v-fold plp-dependent enzyme (1)
1005193	hypothetical protein (2)	4	2	2	0	NULL
1005195	abc transporter atp-binding protein (2)	4	2	2	0	NULL
1005197	lpxtg cell wall anchor domain-containing protein (1)	3	2	2	1	peptidase (1)
1005215	atp-dependent dna ligase (2)	4	2	2	0	NULL
1005224	serine/threonine protein kinase (1)	4	2	2	0	hypothetical protein (1)
1005246	hypothetical protein (2)	4	2	2	0	NULL
1005265	glycosyltransferase family 2 protein (2)	10	2	8	0	NULL
1005285	is110 family transposase (2)	6	2	5	1	NULL
1005286	hypothetical protein (2)	4	2	2	0	NULL
1005309	hypothetical protein (2)	4	2	2	0	NULL
1005317	atp-dependent clp protease proteolytic subunit (2)	11	2	9	0	NULL
1005320	cupin domain-containing protein (1)	4	2	2	0	hypothetical protein (1)
1005336	hypothetical protein (2)	16	2	14	0	NULL
1005337	NULL	9	2	9	2	NULL
1005338	sigb/sigf/sigg family rna polymerase sigma factor (1)	4	2	3	1	NULL
1005354	kr domain-containing protein (1)	5	2	3	0	sdr family nad(p)-dependent oxidoreductase (1)
1005371	fad-dependent oxidoreductase (2)	7	2	5	0	NULL
1005381	sugar abc transporter substrate-binding protein (2)	8	2	6	0	NULL
1005407	dna-binding response regulator (2)	5	2	3	0	NULL
1005410	hypothetical protein (1)	4	2	2	0	helix-turn-helix domain-containing protein (1)
1005415	sugar phosphotransferase (2)	5	2	3	0	NULL
1005420	aldo/keto reductase (1)	8	2	6	0	hypothetical protein (1)
1005466	hypothetical protein (2)	14	2	12	0	NULL
1005493	membrane protein (1)	3	2	2	1	hypothetical protein (1);duf1998 domain-containing protein (1)
1005511	hypothetical protein (2)	4	2	2	0	NULL
1005519	benzoylsuccinyl-coa thiolase (1)	13	2	11	0	thiolase domain-containing protein (1)
1005534	beta-xylosidase (1)	12	2	11	1	hypothetical protein (1)
1005540	nucleoside deaminase (2)	9	2	7	0	radical sam protein (1)
1005565	hypothetical protein (1)	4	2	2	0	type vii secretion-associated serine protease mycosin (1)
1005573	nadh dehydrogenase (1)	8	2	6	0	duf4040 domain-containing protein (1)
1005576	moxr family atpase (2)	5	2	3	0	NULL
1005578	hypothetical protein (2)	7	2	5	0	NULL
1005589	aldehyde dehydrogenase (2)	4	2	2	0	NULL
1005596	serine/threonine-protein phosphatase (2)	4	2	2	0	NULL
1005658	hypothetical protein (2)	3	2	2	1	thymidylate synthase (1)
1005659	liga protein (2)	6	2	4	0	NULL
1005666	hypothetical protein (2)	6	2	4	0	NULL
1005679	is5/is1182 family transposase (2)	3	2	2	1	NULL
1005686	NULL	2	2	2	2	NULL
1005697	transposase (2)	4	2	2	0	NULL
1005700	pyridoxal-5'-phosphate-dependent protein subunit beta (1)	5	2	3	0	aminotransferase class v-fold plp-dependent enzyme (1);y4ya family plp-dependent enzyme (1)
1005725	fkbm family methyltransferase (1)	7	2	6	1	hypothetical protein (1)
1005733	adenylate cyclase (2)	4	2	2	0	NULL
1005740	nucleotide sugar dehydrogenase (1)	5	2	3	0	hypothetical protein (1);glycosyltransferase wbub (1)
1005819	xre family transcriptional regulator (2)	5	2	3	0	NULL
1005863	dna-binding response regulator (1)	4	2	2	0	sensor histidine kinase (1);hypothetical protein (1)
1005868	aminotransferase class i/ii (1)	4	2	2	0	phosphatidate cytidylyltransferase (1);cdp-alcohol phosphatidyltransferase family protein (1)
1005872	chad domain-containing protein (1)	3	2	2	1	hypothetical protein (1)
1005880	sugar kinase (2)	6	2	4	0	NULL
1005897	mfs transporter (2)	4	2	2	0	NULL
1005902	hypothetical protein (2)	4	2	2	0	NULL
1005914	NULL	2	2	2	2	NULL
1005946	acyl-acp desaturase (2)	4	2	2	0	NULL
1005971	glycosyl transferase (1)	4	2	2	0	glycosyltransferase (1)
1005987	rna polymerase sigma factor sigk (1)	4	2	2	0	rna polymerase sigma factor (1)
1006022	hypothetical protein (1)	4	2	2	0	sugar abc transporter substrate-binding protein (1)
1006024	hypothetical protein (1)	4	2	2	0	aspartate aminotransferase (1)
1006045	is110 family transposase (2)	4	2	2	0	NULL
1006081	amidohydrolase family protein (2)	4	2	2	0	NULL
1006098	NULL	8	2	8	2	NULL
1006219	n-acetyltransferase (2)	4	2	2	0	NULL
1006286	enoyl-coa hydratase (1)	2	2	2	2	enoyl-coa hydratase/isomerase family protein (1)
1006328	cupin domain-containing protein (1)	7	2	5	0	xre family transcriptional regulator (1)
1006342	coa transferase subunit a (2)	8	2	6	0	NULL
1006382	alpha/beta hydrolase (2)	7	2	5	0	NULL
1006422	hypothetical protein (2)	4	2	2	0	NULL
1006451	hypothetical protein (2)	5	2	3	0	NULL
1006452	padr family transcriptional regulator (1)	5	2	3	0	hypothetical protein (1)
1006572	phosphatase (1)	5	2	3	0	fused response regulator/phosphatase (1)
1006595	fad-binding oxidoreductase (2)	7	2	5	0	NULL
1006651	flavodoxin-dependent (e)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (2)	7	2	5	0	NULL
1006664	rna polymerase subunit sigma-24 (2)	5	2	3	0	NULL
1006665	trimeric intracellular cation channel family protein (1)	4	2	2	0	hypothetical protein (1)
1006681	is5 family transposase (2)	4	2	2	0	NULL
1006698	kr domain-containing protein (1)	4	2	2	0	hypothetical protein (1)
1006702	hypothetical protein (1)	6	2	4	0	type i polyketide synthase (1)
1006740	serine/threonine protein kinase (2)	7	2	5	0	NULL
1006775	class i sam-dependent methyltransferase (2)	4	2	2	0	NULL
1006801	sensor histidine kinase (2)	5	2	3	0	NULL
1006858	serine/threonine protein kinase (2)	3	2	2	1	NULL
1006917	winged helix family transcriptional regulator (1)	8	2	6	0	dna-binding response regulator (1)
1006944	hypothetical protein (2)	5	2	3	0	NULL
1006972	k(+)-transporting atpase subunit b (2)	4	2	2	0	NULL
1007003	membrane protein (1)	5	2	3	0	putative secreted protein (1)
1007070	gfo/idh/moca family oxidoreductase (2)	5	2	3	0	NULL
1007108	pyruvate, phosphate dikinase (1)	4	2	2	0	acyl-coa dehydrogenase (1)
1007208	NULL	5	2	5	2	NULL
1007294	phospholipid carrier-dependent glycosyltransferase (2)	4	2	2	0	NULL
1007301	d-glycero-beta-d-manno-heptose 1-phosphate adenylyltransferase (1)	6	2	4	0	hypothetical protein (1)
1007320	cytochrome ubiquinol oxidase subunit i (1)	2	2	2	2	NULL
1007351	hypothetical protein (1)	4	2	2	0	xre family transcriptional regulator (1)
1007418	tellurium resistance (2)	4	2	2	0	NULL
1007477	sis domain-containing protein (1)	6	2	4	0	cytidyltransferase (1)
1007519	response regulator (2)	4	2	2	0	NULL
1007558	hypothetical protein (2)	6	2	4	0	NULL
1007566	myo-inositol-1-phosphate synthase (2)	6	2	4	0	hypothetical protein (1)
1007572	saccharopine dehydrogenase (2)	4	2	2	0	NULL
1007625	helicase (1)	4	2	2	0	hypothetical protein (1)
1007633	had-iib family hydrolase (1)	5	2	3	0	glucosylglycerol-phosphate synthase (1)
1007688	aromatic ring-hydroxylating dioxygenase subunit alpha (2)	6	2	4	0	NULL
1007697	abc transporter atp-binding protein (2)	6	2	4	0	hypothetical protein (1)
1007732	tigr00645 family protein (2)	5	2	3	0	NULL
1007768	hypothetical protein (2)	4	2	2	0	NULL
1007784	gas vesicle protein (2)	6	2	4	0	NULL
1007821	1-phosphofructokinase family hexose kinase (1)	4	2	2	0	class ii fructose-bisphosphate aldolase (1)
1007823	sulfate adenylyltransferase subunit 2 (1)	4	2	2	0	adenylyl-sulfate kinase (1)
1007842	carnitine dehydratase (1)	4	2	2	0	coa transferase (1)
1007944	d-alanyl-d-alanine carboxypeptidase (2)	7	2	5	0	NULL
1007995	cytochrome c oxidase subunit i (1)	9	2	7	0	hypothetical protein (1)
1008014	mfs transporter (2)	4	2	2	0	NULL
1008046	bifunctional 5,10-methylenetetrahydrofolate dehydrogenase/5,10-methenyltetrahydrofolate cyclohydrolase (1)	4	2	2	0	methylenetetrahydrofolate dehydrogenase (1)
1008061	hypothetical protein (2)	5	2	3	0	NULL
1008063	phytoene desaturase (1)	6	2	4	0	bifunctional undecaprenyl pyrophosphate synthetase/phytoene synthase (1)
1008113	NULL	7	2	7	2	NULL
1008138	atp-dependent helicase (1)	6	2	5	1	NULL
1008139	NULL	15	2	15	2	NULL
1008226	histidine kinase (2)	4	2	2	0	NULL
1008253	duf4232 domain-containing protein (1)	3	2	2	1	NULL
1008260	aminotransferase class v-fold plp-dependent enzyme (1)	3	2	2	1	NULL
1008261	is630 family transposase (1)	2	2	2	2	NULL
1008269	carbamoyltransferase hypf (2)	3	2	2	1	NULL
1008307	thaumatin pathogenesis-like protein (1)	3	2	2	1	NULL
1008310	aspartate aminotransferase family protein (2)	4	2	2	0	3-phosphoshikimate 1-carboxyvinyltransferase (2)
1008375	transaldolase (1)	4	2	2	0	hypothetical protein (1)
1008398	hypothetical protein (2)	4	2	2	0	NULL
1008460	allantoinase allb (2)	4	2	2	0	NULL
1008492	NULL	2	2	2	2	NULL
1008537	4-hydroxy-tetrahydrodipicolinate synthase (1)	5	2	3	0	dihydrodipicolinate synthase family protein (1)
1008550	dna polymerase iii subunit gamma and tau (1)	5	2	5	2	NULL
1008579	3-oxoacyl-acp synthase (1)	4	2	2	0	hypothetical protein (1)
1008580	hypothetical protein (2)	4	2	2	0	NULL
1008610	rna polymerase (1)	5	2	4	1	NULL
1008639	fha domain-containing protein (2)	7	2	5	0	NULL
1008702	replication initiation protein (2)	7	2	5	0	NULL
1008778	NULL	3	2	3	2	NULL
1008805	NULL	3	2	3	2	NULL
1008820	abc transporter atp-binding protein (2)	4	2	2	0	NULL
1008932	NULL	3	2	3	2	NULL
1008968	hypothetical protein (1)	42	2	40	0	atp-binding protein (1)
1008971	xre family transcriptional regulator (2)	4	2	2	0	NULL
1009005	hypothetical protein (1)	4	2	2	0	long-chain fatty acid--coa ligase (1)
1009019	ecf subfamily rna polymerase sigma factor (1)	10	2	8	0	rna polymerase (1)
1009057	mbl fold metallo-hydrolase (1)	4	2	3	1	NULL
1009111	NULL	11	2	11	2	NULL
1009131	serine/threonine protein kinase (1)	7	2	5	0	serine/threonine protein phosphatase (1)
1009139	mdmpi n domain containing protein (1)	4	2	2	0	hypothetical protein (1)
1009242	NULL	2	2	2	2	NULL
1009343	NULL	2	2	2	2	NULL
1009481	dna polymerase iii subunit alpha (2)	4	2	2	0	NULL
1009513	hypothetical protein (2)	5	2	3	0	NULL
1009539	pyrophosphatase (2)	5	2	3	0	NULL
1009553	NULL	2	2	2	2	NULL
1004924	NULL	3	1	2	0	NULL
1004933	NULL	50	1	49	0	NULL
1004934	NULL	6	1	5	0	NULL
1004936	NULL	10	1	9	0	NULL
1004975	NULL	18	1	17	0	NULL
1004976	NULL	9	1	8	0	NULL
1004984	NULL	12	1	11	0	NULL
1004986	NULL	4	1	3	0	NULL
1004995	NULL	3	1	2	0	NULL
1004997	NULL	4	1	3	0	NULL
1004999	NULL	2	1	2	1	NULL
1005002	NULL	5	1	4	0	NULL
1005004	NULL	5	1	4	0	NULL
1005011	NULL	3	1	2	0	NULL
1005025	NULL	8	1	7	0	NULL
1005033	NULL	12	1	11	0	NULL
1005043	NULL	14	1	13	0	NULL
1005047	NULL	11	1	10	0	NULL
1005053	NULL	6	1	6	1	NULL
1005067	NULL	3	1	2	0	NULL
1005074	NULL	3	1	2	0	NULL
1005094	NULL	4	1	3	0	NULL
1005096	NULL	6	1	5	0	NULL
1005130	NULL	4	1	3	0	NULL
1005143	NULL	10	1	9	0	NULL
1005148	NULL	26	1	25	0	NULL
1005159	NULL	7	1	6	0	NULL
1005169	NULL	2	1	2	1	NULL
1005170	NULL	5	1	4	0	NULL
1005186	NULL	3	1	2	0	NULL
1005196	NULL	11	1	10	0	NULL
1005203	NULL	2	1	2	1	NULL
1005205	NULL	15	1	14	0	NULL
1005206	NULL	20	1	19	0	NULL
1005213	NULL	5	1	4	0	NULL
1005216	NULL	3	1	3	1	NULL
1005230	NULL	3	1	2	0	NULL
1005233	NULL	3	1	2	0	NULL
1005235	NULL	9	1	9	1	NULL
1005245	NULL	12	1	11	0	NULL
1005249	NULL	4	1	3	0	NULL
1005251	NULL	3	1	2	0	NULL
1005255	NULL	44	1	44	1	NULL
1005256	NULL	3	1	2	0	NULL
1005261	NULL	3	1	2	0	NULL
1005274	NULL	9	1	8	0	NULL
1005276	NULL	4	1	3	0	NULL
1005283	NULL	2	1	2	1	NULL
1005300	NULL	5	1	5	1	NULL
1005307	NULL	4	1	3	0	NULL
1005314	NULL	6	1	5	0	NULL
1005327	NULL	3	1	2	0	NULL
1005349	NULL	6	1	5	0	NULL
1005362	NULL	7	1	6	0	NULL
1005375	NULL	5	1	4	0	NULL
1005384	NULL	12	1	11	0	NULL
1005396	NULL	7	1	6	0	NULL
1005411	NULL	3	1	2	0	NULL
1005421	NULL	3	1	2	0	NULL
1005424	NULL	3	1	2	0	NULL
1005432	NULL	14	1	13	0	NULL
1005434	NULL	3	1	2	0	NULL
1005439	NULL	3	1	2	0	NULL
1005442	NULL	3	1	2	0	NULL
1005450	NULL	4	1	3	0	NULL
1005459	NULL	2	1	2	1	NULL
1005460	NULL	7	1	6	0	NULL
1005471	NULL	2	1	2	1	NULL
1005473	NULL	3	1	2	0	NULL
1005476	NULL	3	1	2	0	NULL
1005481	NULL	4	1	3	0	NULL
1005492	NULL	5	1	4	0	NULL
1005495	NULL	3	1	2	0	NULL
1005499	NULL	3	1	2	0	NULL
1005505	NULL	3	1	3	1	NULL
1005508	NULL	2	1	2	1	NULL
1005518	NULL	8	1	7	0	NULL
1005526	NULL	6	1	5	0	NULL
1005527	NULL	10	1	9	0	NULL
1005537	NULL	11	1	10	0	NULL
1005550	NULL	6	1	5	0	NULL
1005559	NULL	4	1	3	0	NULL
1005561	NULL	8	1	7	0	NULL
1005569	NULL	6	1	5	0	NULL
1005572	NULL	4	1	3	0	NULL
1005598	NULL	7	1	6	0	NULL
1005616	NULL	5	1	4	0	NULL
1005625	NULL	4	1	3	0	NULL
1005630	NULL	3	1	2	0	NULL
1005631	NULL	4	1	3	0	NULL
1005634	NULL	2	1	2	1	NULL
1005639	NULL	3	1	2	0	NULL
1005678	NULL	4	1	3	0	NULL
1005694	NULL	4	1	3	0	NULL
1005701	NULL	8	1	7	0	NULL
1005715	NULL	3	1	2	0	NULL
1005719	NULL	13	1	12	0	NULL
1005730	NULL	7	1	6	0	NULL
1005731	NULL	5	1	4	0	NULL
1005732	NULL	4	1	3	0	NULL
1005741	NULL	4	1	3	0	NULL
1005747	NULL	3	1	2	0	NULL
1005751	NULL	8	1	7	0	NULL
1005762	NULL	3	1	2	0	NULL
1005774	NULL	8	1	7	0	NULL
1005777	NULL	2	1	2	1	NULL
1005788	NULL	3	1	2	0	NULL
1005794	NULL	4	1	3	0	NULL
1005807	NULL	4	1	3	0	NULL
1005809	NULL	4	1	3	0	NULL
1005811	NULL	6	1	5	0	NULL
1005813	NULL	3	1	2	0	NULL
1005818	NULL	3	1	2	0	NULL
1005821	NULL	3	1	2	0	NULL
1005826	NULL	4	1	3	0	NULL
1005836	NULL	3	1	2	0	NULL
1005838	NULL	3	1	2	0	NULL
1005852	NULL	4	1	3	0	NULL
1005855	NULL	3	1	2	0	NULL
1005884	NULL	4	1	3	0	NULL
1005887	NULL	3	1	2	0	NULL
